id,section,declaration,first_page,title
5-2-2,5,5-2,120,"Cultivate the perspectives necessary for realizing a future where every Inochi unleashes its radiant light by using “serious games” based on various social issues to simulate sustain- able futures, and enhance our capacity for empathy through imaginative, communicative engagement with one another. regardless of visual ability—to learn and engage together. The project also explores a model in which people with visual impairments themselves serve as facilitators, fostering inclusive educational spaces. SUNABA Corporation will promote the following three ac- tions toward 2050: 1. Expanding and Evolving “Get The Point” Building on past success, they will further collaborate with schools, businesses, and municipalities to provide sustainable learning environments. Looking ahead, they aim to expand the program globally, offering opportunities to explore shared global goals beyond national borders. 2. Creating Inclusive Spaces for Learning and Dialogue By utilizing “Touch The Point”, they will increase opportu- nities for shared learning regardless of physical ability. They also plan to develop experiential workshops that bring together people from diverse backgrounds, contrib- uting to the realization of a truly inclusive society. 3. Expanding Game-Based Learning Programs Currently, they are also developing and implementing an anti-bullying workshop using gameplay. These workshops offer children a chance to explore why bullying occurs and how it can be prevented. Going forward, they will continue to apply game-based learning to social issues, promoting deeper understanding through experience. Learning about the SDGs and social challenges should go beyond acquiring knowledge, it should be a profound, embodied experience. The Inochi Forum will continue to support the dissemination of educational methods that in- tegrate games and dialogue-based workshops as powerful tools to deepen such learning. [References] ・“Get The Point” – SDGs Learning Game for Children and Adults: https://www.sdgsgtp.com/ [Action Platform] Education and Children [SDGs] Workshop using “serious games”"
5-2-3,5,5-2,121,"Harness technology to create connections with the frontlines of social challenges and fos- ter broader empathy among people. societies, environmental challenges, well-being, parenting, and democracy—all rooted in the SDGs. He now hosts approximately 100 events annually in collaboration with governments, schools, and communities. The aim of these activities is to cultivate mutual communication and empathy toward diverse opinions. Words spoken from differing per- spectives and values can open up new awareness. When people share the same experience, they are more likely to empathize with and accept different viewpoints. Mr. Inui recounts encountering many such moments. Looking toward 2050, he aims to help create communi- ty spaces where local residents—across generations and social positions—can imagine and co-create a shared future. His hope is that participants will experience joy, delight, and empathy, which inspired the project’s name: “JOY & JOIN.” The foundation of this initiative is co-creation and collabo- ration. By connecting with more people in more places, he strives to foster these interactive spaces through serious games. While the facilitator guides the process, the true protagonists are the participants. What matters is the shared creation of the space itself. Mr. Inui is committed to traveling anywhere the opportunity arises—or initiating engagement himself—to play a role in drawing out learning and insight. By finding empathic companions and fresh ideas in different regions, he seeks to grow this movement, likening the jour- ney to an expansive role-playing game—one that connects present action to future transformation. The Inochi Forum shares the vision of JOY & JOIN and will actively promote serious games more widely. By enabling more people to simulate sustainable futures, this approach fosters the perspectives needed for the future and strength- ens empathy, enhancing the feasibility of realizing a society in which every Inochi unleashes its radiant light. [References] ・2030SDGs https://imacocollabo.or.jp/2030sdgs/ ・SDGs de Chiho Sosei https://sdgslocal.jp/ ・Flood & Storm Simulation “Fusuigai24” https://issueplusdesign.jp/fusuigai24/ ・SDGs for School https://www.thinktheearth.net/sdgs/ ・Super-Aging Society Experience Game “Community Coping” https://comcop.jp/ ・“Walking Through the World of Dementia” https://issueplusdesign.jp/dementia_world/ ・Decarbonized Community College https://issueplusdesign.jp/climatechange/college/ ・2050 Carbon Neutral https://www.projectdesign.co.jp/2050-carbon-neutral/ ・Forest & Future “Moritomirai” https://www.projectdesign.co.jp/moritomirai/ ・Coral Quest https://sangoquest.com/ ・Demopolly https://readyfor.jp/projects/118551 ・Tsuitsui Cards https://readyfor.jp/projects/tsui-tsui-card [Action Platform] SDGs+Beyond [SDGs] Participants experiencing the Empathy VR programme"
5-2-4,5,5-2,122,"Unleash humanity from the limitations of the physical body through avatars, and create a society where every individual is recognized, connected, and lives together in harmony. providing diverse audiences with opportunities to connect with the realities of social issues. In the field of education, Cross Fields has developed and de- livered educational content for junior and senior high school students across Japan. They have created ten inquiry-based learning modules covering topics such as “Poverty in Cambodia” and “Energy Issues in Tanzania,” making these materials freely available to teachers nationwide. These vir- tual experiences allow students to engage with realities they cannot easily access in person. Within two years of launch, approximately 1,500 students from around 20 schools have participated. Teachers have reported positive feedback, in- cluding comments like: “Students discovered new research topics through the classes.” In recent years, collaboration with corporations has also accelerated. Specifically, Cross Fields has developed and provided Empathy VR programs aligned with each compa- ny’s materiality—namely, issues of particular importance to the company and its stakeholders. By helping employees internalize social issues, the programs support the advance- ment of sustainability management within corporations. To date, Cross Fields has collaborated with about 15 com- panies and delivered programs to over 10,000 employees. Business professionals who have experienced the programs have shared feedback such as: “I realized the necessity of addressing both profitability and societal sustainability.” Building on these achievements, Cross Fields aims to further develop the Empathy VR initiative by 2030, striving to cre- ate a world where social issues are continuously addressed. They plan to scale these activities globally, providing op- portunities for people around the world to internalize social challenges and inspiring action. While it may be difficult to completely eradicate social issues as long as humanity exists, it is possible to create a world where, whenever social issues arise, individuals who are motivated to solve them also emerge, taking meaning- ful action toward resolution. The Inochi Forum shares this belief and will work with organizations like Cross Fields that leverage technology, offering many people the opportunity to internalize social issues as their own. [References] ・Example of Empathy VR use in public schools, available for free via the STEAM Library: https://www.crossfields.jp/pressrelease/steam-library ・Development of 360-degree experiential sustainability program for Mitsui & Co.: https://www.crossfields.jp/pressrelease/mitsui-program ・Launch of Empathy VR (interactive e-learning) for promoting corporate sustainability management: https://www.crossfields.jp/pressrelease/vr-e-learning [Action Platform] SDGs+Beyond [SDGs]"
5-3-1,5,5-3,124,"Aim for new forms of wealth based on value metrics that awaken the desire for symbiosis, ensuring the sustainable circulation and regeneration of the Inochi that embraces both hu- manity and the artifacts we create. Left: SINIC Theory Science, Technology and Society Diagram Right: The Basic Model of SINIC Theory"
5-3-2,5,5-3,125,"Let us address the limitations of current metrics like GDP by developing Integrated Flour- ishing Measures (IFMs) to capture non-material aspects of societal well-being, such as emotional resilience and cultural vitality."
5-3-3,5,5-3,127,"To create positive social change through business activities, it is the unquantifiable values that matter most. Let us revisit, reinterpret, and transmit these values to the world, begin- ning from various regions of Japan. The Kyotostyle Protocol in session"
5-3-4,5,5-3,128,"Create a world in which, regardless of where one lives, the knowledge, skills, and credibil- ity gained through learning and working can be made visible, fairly evaluated, and used to pursue paths that align with one’s passions and strengths. https://kyotostyle.jp/kyotoryu/ ・Zebra Enterprises https://www.zebrasand.co.jp/3565 ・Uedahonsha Co. Ltd. https://www.ueda-h.co.jp/ [Action Platform] Arts, Culture and Sports [SDGs] Research on the Standardization and Governance of Academic Qualification Certification"
5-3-5,5,5-3,129,"Strengthen the capacities and competencies of the academic and research community to drive interdisciplinary systemic change, deliver evidence-based guidance, and foster global collaboration—to lead food systems transformation, improve nutrition, and tackle climate and health challenges, toward a healthier, more equitable future."
5-3-6,5,5-3,131,"Looking ahead to 2050, initiate multi-stakeholder discussions grounded in science. Build momentum toward establishing post-2030 goals beyond the current SDGs timeframe. The SDGs have fundamentally transformed the structure of global governance. Traditionally, global governance relied on a rules-based approach—international regimes formed through treaties, agreements, and protocols. However, many global challenges have lacked consensus or urgency among nations, stalling negotiations and progress. Amidst this impasse, a new governance approach emerged: “governance through goals.” Rather than coordinating and aligning different sets of national rules, this model prioritizes shared goals. In the case of the SDGs, the primary objective was to agree on long-term targets set roughly 15 years into the future. By collectively committing to aspirational goals rather than waiting for binding agreements, countries, orga- nizations, and individuals could take action, fostering part- nerships through shared vision. This marked the beginning of a novel form of global governance. In the decade since the SDGs were adopted, the world has experienced unprecedented events such as the COVID-19 pandemic and the return of armed conflicts—developments few anticipated in 2015. Within this changing context, how has governance through goals evolved? The 2023 Global Sustainable Development Report (GSDR) provided a com- prehensive assessment of global SDG progress. Findings re- vealed that progress toward achieving the SDGs remained below 20%, indicating the urgent need for transformative action. The report emphasized the necessity of developing new models of transformation and understanding how such transformation can be achieved. Japan’s efforts were summarized in its 2025 Voluntary National Review (VNR). Of the 244 global indicators, Ja- pan was able to measure 173. Among them, 20 indicators had already been achieved, 53 showed improving trends, while 22 had regressed. The evaluation highlighted areas of progress, but also revealed institutional delays and a lack of leadership. Given these findings, the time has come to look beyond the SDGs. While efforts to achieve the 2030 targets must continue, we must also consider the goals and actions required for sustainability beyond 2030. The focus is now shifting toward 2050. In February 2025, the “Beyond SDGs Public-Private Forum” was launched under the leadership of Professor Kenji Kanie of Keio University. Bringing together stakeholders from government, industry, academia, NGOs, and youth organi- zations, the Forum has begun discussing long-term objec- tives and future visions centered around themes such as well-being and capabilities, a sustainable and just economy, resilient food systems and sound nutrition, decarbonization with universal access to energy, urban and suburban devel- opment, and global environmental commons. At the United Nations, deliberations on the post-2030 agenda are sched- uled to begin in 2027. The Forum aims to submit proposals to these UN discussions. Equally important, however, is the process of dialogue itself—a critical opportunity for collec- tive learning. The Inochi Forum is actively participating in forums such as the Beyond SDGs Public-Private Forum and related intia- tives, engaging in reflective discussions on the SDGs and exploring the visions we must strive toward for the future of humanity and the planet. Through this collaboration, we will work to present to the world a pathway toward that vision and a new form of governance that ensures every Inochi can unleashes its radiant light. [References] ・“Beyond SDGs Public-Private Forum” (Tentative name; presen- tation by Kenji Kanie, October 31, 2024) https://www.kantei.go.jp/jp/singi/sdgs/entakukaigi_dai19/siry- ou4-2.pdf [Action Platform] SDGs+Beyond [SDGs]"
5-4-1,5,5-4,132,"Inherit the legacy of co-evolution between life and Earth, and now move into the next stage of co-evolution between humanity and the planet. Let us reframe the Anthropocene as the century of upgrading Earth’s operating system by humanity, and awaken the intellectual creativity that is inherent in all of us. Sphere – The Tangible Earth"
5-4-2,5,5-4,133,"Exploring scientific knowledge alongside other ways of knowing - including people’s expe- riences, spirituality, philosophy and religion - empowers people (young and old) to make wise, values-based decisions that promote flourishing and strengthen society’s empathy, cohesion and inclusiveness. A school event in the UK Training event for educators in the UK"
5-4-3,5,5-4,134,"Compile and articulate the knowledge and aspirations accumulated in the field of social issues—through the lens of Inochi and incorporating academic terminology—so that these may be shared, discussed, and spread among a wider people."
5-4-4,5,5-4,135,Toward a resonant society where every Inochi intertwines and weaves the future as it is SSI: Building a future society where every Inochi unleashes its radiant light
5-4-5,5,5-4,137,"Humans are dynamic entities who co-create value with others in pursuit of the common good of the future. Let us become individuals who feel before thinking, empathize with dif- ferences, engage in dialogue, encounter leaps of insight, and persevere together as a united scrum. Figure 1: SECI Model Figure 2: “Practical Wisdom Leadership”"
